"UF","nome","PIB","Pop_est_2009","PIB_percapita","v0002_codigo_do_municipio","educação sem instrução","pobreza","renda"
"MATO GROSSO DO SUL","Inocência",141434.296875,7501,18855.390625,5004403,69.4738597660576,28.45496853486877,1951.889130394338
"MATO GROSSO DO SUL","Brasilândia",197891.875,12538,15783.37011719,5002308,66.74633184847491,24.711569616556858,2153.520773869287
"RIO GRANDE DO SUL","Áurea",44621.8984375,3789,11776.70019531,4301552,72.14973902738205,19.52061171733126,2320.2585653906995
"MINAS GERAIS","Monte Alegre de Minas",361592.75,19051,18980.25,3142809,70.30415254868954,29.612415977685217,1877.358266959565
"SÃO PAULO","Pedranópolis",31103.59179688,2834,10975.16015625,3536901,63.16168436381378,17.811378893582656,1858.9180284115705
"SÃO PAULO","Arealva",128288.984375,7886,16267.94042969,3503406,61.59745244431696,21.221298928741657,2209.199939495817
"GOIÁS","Mambaí",29512.58398438,7096,4159.04980469,5212709,77.44312857849478,61.811338912884,1347.1538134171146
"RIO GRANDE DO SUL","São João da Urtiga",59495.82421875,5123,11613.46972656,4318424,69.33746167108815,19.217507675935426,1999.860812583364
"MARANHÃO","São Bernardo",89596.7578125,26615,3366.39990234,2110609,77.89112690616984,77.1408878377309,855.3502988197815
"PIAUÍ","São José do Piauí",26354.14453125,7028,3749.87988281,2210201,81.25461065682718,59.026588151281345,1022.7563287915943
"PARÁ","Bagre",45750.63671875,20386,2244.2199707,1501105,88.18417703993092,85.19302429639278,1032.9518543172178
"PARANÁ","Goioxim",74918.0859375,8240,9092,4108650,74.37660323748527,57.079609803892325,1207.1345599635604
"SÃO PAULO","Adolfo",68426.1484375,3710,18443.7109375,3500204,63.124287499273606,16.612357321279234,2101.3383542414413
"BAHIA","Cairu",409264.625,14736,27773.109375,2905404,70.86785806739837,61.72493354608153,1103.670753358867
"PERNAMBUCO","Escada",327138.03125,62604,5225.50976562,2605202,68.30449366020541,60.68108938127432,1182.4923524344224
"RIO GRANDE DO SUL","São José das Missões",28139.48828125,3039,9259.45996094,4318457,76.95076358939427,36.36745848080525,1510.5426758923752
"SÃO PAULO","Guariba",502869.15625,34508,14572.54003906,3518602,58.726692077561395,19.352366834095555,2415.1316763322548
"MARANHÃO","Tutóia",135141.71875,48424,2790.80004883,2112506,79.78906379075238,73.85021812435367,1109.7880475886557
"MINAS GERAIS","Descoberto",33449.546875,5126,6525.47021484,3121308,69.05590117606066,36.75100435833616,1432.2865397663984
"MINAS GERAIS","Divinésia",19550.94335938,3409,5735.10009766,3121902,71.38665131658671,37.46667570435164,1543.8652036267054
"MATO GROSSO","Colíder",338273.46875,32096,10539.4296875,5103205,65.90576924287303,29.591314293027672,2293.075151325727
"PARANÁ","Grandes Rios",53536.4375,7839,6829.5,4108700,69.49367481872095,40.76945536796158,1566.0077776167902
"SANTA CATARINA","Ipira",42986.97265625,4771,9010.04980469,4207601,64.74198452843518,19.803832393269783,2313.6228383176067
"BAHIA","Mirante",26649.9296875,8375,3182.08007812,2921450,84.27891012169009,72.65736589639691,832.0655787072583
"AMAZONAS","Pauini",69596.59375,19111,3641.69995117,1303502,84.1079389567518,81.07378134658386,1171.516014690878
"RIO GRANDE DO SUL","Sertão",121542.1953125,6644,18293.52929688,4320503,59.89364476383224,18.807421796945103,2671.8166170779004
"MINAS GERAIS","Cristália",28999.57617188,5961,4864.87988281,3120300,75.4822658215117,76.96230496682868,802.9324939811598
"MINAS GERAIS","Urucuia",67718.234375,12203,5549.31005859,3170529,69.55114820750535,69.0116617822964,1223.169750643706
"PARÁ","São João da Ponta",17295.59179688,5038,3433.0300293,1507466,74.32325315431595,76.81853465111742,854.2529900175846
"SÃO PAULO","Nova Campina",137261.8125,9267,14811.88964844,3532827,71.48116111600791,57.01500586700098,1217.8296848660934
"MINAS GERAIS","Nanuque",362926,41329,8781.38964844,3144300,62.35237219329018,42.79704836202601,1703.8817018820193
"PARANÁ","Pinhal de São Bento",21329.3046875,2600,8203.58007812,4119251,70.26692812473792,25.644295404296372,1792.886222119575
"MATO GROSSO DO SUL","Juti",60655.3515625,5569,10891.61035156,5005152,75.26728286807581,43.14534136981602,1500.3926237532999
"MINAS GERAIS","Novo Oriente de Minas",40001.7890625,10763,3716.60009766,3145356,80.90863968271903,66.49574123857964,924.433731853364
"SÃO PAULO","Itobi",67564.7734375,7708,8765.54003906,3523800,62.755382520527036,20.253149693036086,2133.9323709571936
"SÃO PAULO","Ribeirão Bonito",120750.140625,11857,10183.87011719,3542909,61.52736620991317,21.67817251934893,2248.8967502722626
"BAHIA","Gongogi",26375.15234375,6170,4274.74023438,2911501,76.62692954034263,71.10623995191453,985.087532413582
"MINAS GERAIS","Igaratinga",65943.7421875,9045,7290.62988281,3130200,75.56493019965275,22.46966769982744,2019.4027491739205
"SANTA CATARINA","Morro Grande",71876.84375,2775,25901.5703125,4211256,72.78496206609309,24.14099328700781,2623.865201803581
"BAHIA","Porto Seguro",805236.4375,122896,6552.18017578,2925303,65.14216296352676,47.18365508207239,1772.3037968262222
"SANTA CATARINA","Ponte Alta do Norte",56893.35546875,3677,15472.75976562,4213351,68.46373508113429,38.63420795348207,1743.600764408893
"AMAZONAS","Tapauá",87235.609375,19884,4387.22998047,1304104,83.42595683207833,77.06988192627539,998.5234465608148
"GOIÁS","Caçu",163472.5625,11343,14411.75976562,5204300,63.56043927012567,15.039420426228247,3401.0484920881004
"TOCANTINS","Lagoa do Tocantins",17725.50390625,3352,5288.04003906,1711951,76.36209415764247,75.17689828312251,899.5327762736806
"PARANÁ","São Pedro do Paraná",30827.7265625,2561,12037.37988281,4125902,64.47201403279563,24.57383370146175,1743.0996172601722
"MINAS GERAIS","Guarda-Mor",214778.015625,6778,31687.51953125,3128600,69.2127832643237,32.21036364585086,2131.917462017915
"MINAS GERAIS","Divinópolis",2819794.25,216099,13048.62011719,3122306,51.801398719753095,14.936766388426527,2935.520960782548
"RIO GRANDE DO SUL","São Sebastião do Caí",354538.71875,21272,16666.91992188,4319505,57.14941200157668,15.183903068634539,2424.280425172033
"PARAÍBA","Casserengue",26546.51367188,6985,3800.5,2504157,86.48318145036349,78.42386532519842,592.9984651759808
"RIO GRANDE DO SUL","Jaguari",137539.421875,11762,11693.54003906,4311106,62.74915011578064,25.396608615566983,2343.896942754554
"ESPIRITO SANTO","Rio Novo do Sul",86314.1796875,11447,7540.33007812,3204401,65.36954882780077,31.449104426763483,1976.8285474257755
"SÃO PAULO","Itajobi",203594.890625,14683,13866.03027344,3521903,62.96423015023282,12.114149982928687,2450.7472602992
"CEARÁ","Tejuçuoca",46976.1015625,16180,2903.34008789,2313351,75.17629571660652,75.51450793177405,861.6247781878012
"PERNAMBUCO","Orobó",91671.5703125,22239,4122.10986328,2609709,74.4537390549484,69.45408976262324,919.1872337637801
"MINAS GERAIS","Olaria",15796.69824219,2479,6372.20996094,3145406,77.11074905485249,40.11400036209765,1435.4216592144144
"MINAS GERAIS","Santana do Deserto",20955.63671875,3977,5269.20996094,3158607,67.78450199062729,41.18938310870329,1486.0454237162687
"PARÁ","Capanema",407624.25,64429,6326.72021484,4104501,64.51692746006577,19.786921080792478,2274.976781674427
"PARANÁ","Porto Rico",29434.99804688,2521,11675.91992188,4120200,58.382655899490004,27.99837488866197,1928.5407368038525
"MATO GROSSO","Santa Rita do Trivelato",272048.4375,2751,98890.75,5107768,61.73430643197477,23.989161324461918,2397.3392262715893
"PARANÁ","Cambará",319224.59375,25102,12717.09960938,4103602,58.073636402394285,25.72127715825019,2134.184607805225
"RORAIMA","Rorainópolis",231527.21875,26546,8721.74023438,1400472,72.39066804915994,65.72143123791433,1176.8229279774791
"SÃO PAULO","Ferraz de Vasconcelos",1381021.625,179231,7705.25976562,3515707,55.11605037177321,28.381464053072094,2070.836775327291
"BAHIA","Igaporã",48868.1171875,14970,3264.39990234,2913408,70.96614096692787,63.92885994935071,1237.0542827201584
"PARAÍBA","Vista Serrana",12908.87402344,3364,3837.36010742,2505501,81.29219293683877,65.54551974053457,1044.4350729560763
"PARANÁ","Alto Piquiri",107586.5625,10406,10338.90039062,4100707,68.81465325711615,30.576748311875576,1674.4283133623237
"SÃO PAULO","Ocauçu",44971.85546875,4341,10359.79003906,3533700,60.93208607494927,23.88575712075268,1812.1317338368526
"SANTA CATARINA","Itaiópolis",336894.96875,20551,16393.11914062,4208104,66.89519797252778,31.88589369684982,2144.748707231267
"TOCANTINS","Aurora do Tocantins",26203.36132812,3523,7437.79980469,1702703,69.5370799469476,59.769154287609396,1721.9309732170266
"TOCANTINS","Muricilândia",29540.20507812,2958,9986.54980469,1713957,75.100229618026,70.07191850040306,739.5063506405554
"SÃO PAULO","Ipiguá",34386.9375,4253,8085.33984375,3521150,60.41207610381437,18.679660367448808,2004.353996360348
"PARÁ","Conceição do Araguaia",230119.125,47237,4871.58984375,1502707,68.49935121038106,51.8446374517851,1512.7989885742504
"RIO DE JANEIRO","Miguel Pereira",265608.03125,25866,10268.62011719,3302908,54.806042232172615,25.409854858291823,2335.791792054553
"PIAUÍ","Barra D'Alcântara",14653.90332031,3886,3770.94995117,2201176,79.62068673988577,70.74916367679452,744.6090462784995
"PARANÁ","São Pedro do Ivaí",156357.171875,9921,15760.21972656,4125803,59.94856836524326,16.524433196031,2168.125509393088
"MINAS GERAIS","Barroso",212967.875,20253,10515.37011719,3105905,60.30240233024571,37.29015313201292,1834.2461967005304
"MINAS GERAIS","Piranga",74883.703125,17836,4198.45996094,3150802,78.8533517420335,60.67624668777793,1185.6483104633114
"SÃO PAULO","Pedreira",608301.1875,40752,14926.90039062,3537107,52.97867044385495,8.817906638721258,3054.041261787517
"RIO GRANDE DO NORTE","Bento Fernandes",27000.75195312,5199,5193.45019531,2401602,74.74597764145796,68.59820199406518,1005.4566214655985
"MARANHÃO","Matões do Norte",37177.8984375,11295,3291.54003906,2106631,80.18258775237415,89.35336742233483,732.1480785828703
"SÃO PAULO","Potim",150657.84375,20668,7289.43017578,3540754,60.20730063317194,31.109842310248368,1797.2705523519346
"SÃO PAULO","Santa Fé do Sul",559734.875,29192,19174.25976562,3546603,50.88893981705475,11.445818450032768,3015.720149525553
"PARANÁ","Japira",37893.3984375,4797,7899.39013672,4112306,67.03011861683092,33.228791348248514,1764.8934436209206
"RIO GRANDE DO SUL","Estrela",633926.8125,30603,20714.52929688,4307807,52.491425909825104,8.984547702695615,3161.2268590629387
"RIO GRANDE DO SUL","Nova Boa Vista",33201.2890625,2113,15712.87011719,4312955,60.69057479824792,7.1332338905917965,3203.5715625892503
"GOIÁS","Catalão",3663230.5,81109,45164.2890625,5205109,51.36702283804296,14.569388426976648,3144.5337170103685
"PARANÁ","Santo Antônio do Paraíso",28536.078125,2315,12326.59960938,4124301,61.91266247019719,32.70042322835722,1714.5261674315266
"MINAS GERAIS","Conceição de Ipanema",25230.13671875,4549,5546.29980469,3117405,73.42804625491766,42.58560874086962,1851.0039199828336
"PARANÁ","Santa Tereza do Oeste",122129.3515625,9320,13104.00976562,4124020,62.390271808749475,28.47927636439436,1964.323506643785
"RIO GRANDE DO SUL","Canudos do Vale",21523.9140625,2004,10740.48046875,4304614,71.7353246302423,26.07577647333521,2574.780119148312
"SANTA CATARINA","Vitor Meireles",71268.7265625,5756,12381.63964844,4219358,73.52951501184694,39.51346931550229,1979.200146950457
"MATO GROSSO","Terra Nova do Norte",134435.46875,15190,8850.25976562,5108055,67.9764418133617,34.4039172390519,1855.0046272715615
"SANTA CATARINA","Imbuia",90478.6875,5738,15768.33007812,4207403,69.71712900251295,29.188073463158972,2234.9208158472948
"RIO GRANDE DO SUL","Bento Gonçalves",2591081.5,106999,24215.93945312,4302105,48.91673560130062,6.736525262156228,3725.3746776445228
"SÃO PAULO","Nova Granada",221840.3125,18683,11873.91015625,3533007,58.29391584741235,16.393575743716024,2431.6289139448754
"PARAÍBA","Fagundes",46244.48828125,12183,3795.82006836,2506103,81.75237045979654,70.45849294813621,885.8800107558333
"MINAS GERAIS","Alagoa",23611.453125,2926,8069.52978516,3101300,74.64771949592365,42.83928858641989,1368.0366332850506
"MINAS GERAIS","Liberdade",38933.765625,5397,7213.95996094,3138500,72.14810541248585,48.169687447133605,1870.79808392941
"MINAS GERAIS","Santana do Riacho",23585.89648438,4405,5354.35009766,3159001,69.80175221857878,53.36494164651398,1383.4404156339688
"TOCANTINS","Palmas",2964230.75,188645,15713.26953125,1721000,45.475252476268594,23.64449568238821,3691.8325714970174
"MINAS GERAIS","Capinópolis",217788.640625,16043,13575.30957031,3112604,64.16358211845058,24.414584497995783,2395.928671013035
"MARANHÃO","Cidelândia",81823.40625,12866,6359.66015625,2103257,75.83090987642338,64.87064861363328,1104.6111018574618
"SANTA CATARINA","União do Oeste",37974.44140625,3084,12313.37011719,4218855,70.03299538459488,12.747595945352344,2344.4287938732314
"CEARÁ","Santana do Cariri",67936,18369,3698.39990234,2312106,73.39861026496783,74.6771081066416,823.9451588611884
"BAHIA","Poções",216375.109375,46390,4664.25976562,2925105,76.25343577129233,67.5349506391001,1011.3232188513068
"PARANÁ","Paulo Frontin",87603.8515625,7398,11841.55957031,4118709,65.51758889581,33.38656228484898,2136.9713093388505
"SÃO PAULO","Quatá",327698.0625,12539,26134.31054688,3541703,56.200481662184956,20.812454389767996,2165.884288986819
"SANTA CATARINA","Jaguaruna",197815.75,16418,12048.70996094,4208807,63.33732752285047,13.916631547648088,2298.0408625825266
"SANTA CATARINA","Seara",578891.9375,17827,32472.75976562,4217501,58.18925393993547,6.2829149743808514,4189.015399615669
"PIAUÍ","Colônia do Gurguéia",20120.27734375,5947,3383.27001953,2202752,69.46145641611561,63.79166791971622,1096.4527418363562
"BAHIA","Palmeiras",33296.58203125,8437,3946.5,2923506,69.06673250438531,62.939695577053826,1196.3791048786504
"AMAZONAS","Fonte Boa",115856.546875,18803,6161.60009766,1301605,82.15394054817256,78.1619102063548,1137.4270319273326
"GOIÁS","Abadia de Goiás",38975.1328125,6301,6185.54980469,5200050,62.61871388925428,24.359751421589728,1997.5309580143412
"TOCANTINS","Barra do Ouro",26856.734375,3691,7276.27978516,1703073,73.73858074709749,66.5500336284632,1050.5816537819994
"PARAÍBA","São João do Rio do Peixe",73621.5625,18323,4017.98999023,2500700,74.50498202431051,60.60766010323515,1078.6322888578086
"PARANÁ","Ivatuba",31708.81835938,2786,11381.49023438,4111605,49.5301201546864,17.791671196168114,2313.589125841128
"SÃO PAULO","Caçapava",2136769.25,85181,25085.05078125,3508504,47.6642519252711,19.82263319194128,3050.487463997181
"GOIÁS","Novo Brasil",33892.66015625,3377,10036.3203125,5215207,67.03767765119952,23.91384896708385,1705.5960350441364
"PARÁ","Peixe-Boi",23817.72460938,7916,3008.81005859,1505601,75.20787007547149,72.51265262347516,835.613367859215
"GOIÁS","Fazenda Nova",59713.46875,6399,9331.69042969,5207600,65.49962732437946,35.80432562958365,1516.6542763410728
"GOIÁS","Crixás",209922.59375,15005,13990.1796875,5206404,61.493677107421604,34.31040383468113,2167.501073145128
"PARANÁ","Pinhais",2381652.75,118319,20129.08007812,4119152,53.57175989237252,17.234923200009288,3004.0142200802666
"MINAS GERAIS","Januária",334938.75,67516,4960.87988281,3135209,66.94050971094975,58.88918926953602,1368.11269694943
"AMAPÁ","Amapá",81456.1328125,7802,10440.41992188,1600105,71.95299883245498,66.51249139816603,1534.1251393530615
"MINAS GERAIS","Felício dos Santos",24365.36523438,5865,4154.37011719,3125408,78.1918226419299,59.46139195090933,1009.817028401786
"PARANÁ","Formosa do Oeste",98713.546875,7453,13244.80957031,4108205,60.17733756673127,23.82748919296359,1895.8754277180276
"RORAIMA","São Luiz",54417.3203125,5979,9101.41015625,1400605,64.72100608714567,63.36252405545852,1386.2642732585018
"MARANHÃO","Coelho Neto",157696.421875,45624,3456.43994141,2103406,78.52257271876752,74.43039773084325,987.2519876648273
"MINAS GERAIS","Chalé",29614.703125,5598,5290.22998047,3116001,69.53646895118382,43.86184834089985,1405.7280838434704
"SANTA CATARINA","Coronel Martins",32803.5703125,2583,12699.79980469,4204459,67.9759110314045,36.348296785300064,1789.313897517736
"RIO GRANDE DO SUL","Novo Tiradentes",25313.7265625,2387,10604.83007812,4313441,73.17792176156405,30.84112977683445,1921.24600285608
"CEARÁ","Milhã",49370.15625,14826,3329.9699707,2308351,72.35333034880816,66.0698792456531,925.187112227472
"MINAS GERAIS","Três Marias",886700.8125,28042,31620.4609375,3169356,55.991243095664686,32.955159237738236,2168.4260346112087
"GOIÁS","Campo Alegre de Goiás",233007.375,6286,37067.671875,5204805,67.18720972060362,25.95287971395922,2049.7762449769198
"MINAS GERAIS","Fortuna de Minas",23232.98828125,2541,9143.25,3126406,65.10279485220877,37.34919185300561,1575.4264190967322
"RIO GRANDE DO NORTE","Mossoró",2910955.5,244287,11916.12988281,2408003,56.206813670724145,36.56073305513058,2278.149565793221
"MINAS GERAIS","Grupiara",16615.0390625,1468,11318.15039062,3127909,61.459711004798294,29.3726742316908,1659.4290429585171
"SÃO PAULO","Guaratinguetá",2336862.5,113357,20615.0703125,3518404,45.51402934263482,20.050447396002816,3029.5746242960354
"BAHIA","Jussari",33357.0625,6914,4824.56982422,2918555,77.20973986313885,66.53211056488884,939.4897068616873
"SANTA CATARINA","Mondaí",267737.5,9515,28138.4609375,4211009,57.98462923191292,13.448316004267099,2750.0468667302844
"PARAÍBA","Conceição",72604.3203125,17988,4036.26000977,2504405,74.87866649537192,66.9177368096952,1022.2093962044321
"RIO GRANDE DO SUL","Teutônia",613187.8125,27215,22531.25,4321451,56.598019292003784,4.061477079948528,2775.0781341648712
"SÃO PAULO","Pontalinda",38302.2890625,4200,9119.58984375,3540259,70.32273607200341,19.725521921087,1812.1129440304942
"MINAS GERAIS","Arapuá",42282.94140625,2778,15220.63964844,3103801,67.03276245392388,17.6100458071942,2188.8948972929475
"MARANHÃO","Monção",94031.5234375,28602,3287.59008789,2106904,79.1196699893664,80.86796655876074,833.625632696486
"MARANHÃO","Pindaré-Mirim",115792.71875,32236,3592.0300293,2108504,68.38522579326084,66.76654648207091,1168.0319426184346
"RIO GRANDE DO SUL","São João do Polêsine",35900.1484375,2782,12904.44042969,4318432,54.19499043806218,16.9066416504537,2473.26848640031
"SANTA CATARINA","Xavantina",80354.28125,4316,18617.76953125,4219606,66.11057809407154,12.200597833716259,3844.649318932567
"PIAUÍ","Joaquim Pires",40390.91796875,14276,2829.29003906,2205409,84.21689481302992,82.27239346996872,665.3083110899712
"SÃO PAULO","Batatais",895422.4375,56476,15854.91992188,3505906,54.04651609357677,15.806534205011609,2974.3018225379096
"GOIÁS","Nova América",16354.48339844,2278,7179.31982422,5214705,67.02389755844784,31.18945435588727,1447.171224634494
"BAHIA","Amélia Rodrigues",120464.75,24491,4918.74023438,2901106,62.83960122386347,52.66049570678318,1472.2750241872143
"SÃO PAULO","Elias Fausto",528139.1875,15312,34491.8515625,3514908,67.02480030366227,21.03829224551064,2858.1930054475633
"MARANHÃO","Cachoeira Grande",26988.92382812,9286,2906.40991211,2102374,80.25101224011864,90.33545300234778,554.1315714891297
"MINAS GERAIS","Itacambira",27237.48242188,5303,5136.24023438,3132008,67.2589847706673,59.07994257406324,1175.6352118080385
"MINAS GERAIS","Matutina",38726.0078125,3789,10220.63964844,3141207,71.34368739834116,28.10635834340269,2002.1228675274835
"RIO GRANDE DO SUL","São Valentim",45793,3996,11459.70996094,4319703,66.85057783699743,19.571164613448367,2666.3507717958873
"PARANÁ","Corumbataí do Sul",30388.60351562,4220,7201.08984375,4106555,73.88147512444776,40.99800773773214,1290.3078468809779
"PARAÍBA","Cajazeiras",426916.625,57875,7376.52978516,2503704,65.42639366856511,45.45403800429067,1800.0528134573135
"SÃO PAULO","Jales",668454.875,49996,13370.16992188,3524808,51.78013486199657,14.389173452541002,2656.4420833495274
"SANTA CATARINA","Santo Amaro da Imperatriz",209857.84375,18436,11383.04980469,4215703,51.812431774462006,8.789871703074837,3070.5517957537377
"MINAS GERAIS","Francisco Badaró",36256.87890625,10604,3419.16992188,3126505,74.17998599152334,60.54396422073464,1133.9165274981115
"MATO GROSSO DO SUL","Tacuru",94785.0703125,9554,9920.98046875,5007950,79.7271728907763,58.5900559057271,1290.6017234823814
"RIO GRANDE DO NORTE","Lagoa de Pedras",27062.73632812,7282,3716.38989258,2406304,81.41576606755928,73.01465672994031,810.4231118995793
"RIO GRANDE DO NORTE","Extremoz",134227.40625,22751,5899.85009766,2403608,67.44068661972922,53.40667358538721,1593.480554575184
"SÃO PAULO","Aparecida d'Oeste",46590.22265625,4598,10132.71972656,3502606,65.37556982692065,28.200859539743746,1823.8243214391866
"PARANÁ","Ivaté",118656.671875,8294,14306.33007812,4111555,61.33368806176051,21.352163114329397,1884.185228268028
"MARANHÃO","Bacabal",505599.8125,98489,5133.56982422,2101202,67.12211953212844,58.64280837173919,1534.2038103807429
"GOIÁS","Aloândia",17409.11523438,2118,8219.59960938,5200506,65.49583091522435,26.11773932684187,1671.1936409706163
"MINAS GERAIS","São Gotardo",373019.53125,32580,11449.33984375,3162104,63.70040266239383,19.532244230426127,2557.995821477897
"SÃO PAULO","Arandu",68926.9375,6212,11095.76953125,3503109,65.40035730446571,25.91987610644918,1817.8991078251868
"BAHIA","Guanambi",491441.5625,79886,6151.79003906,2911709,64.63836060091612,45.723303607464096,1853.776334344466
"RONDÔNIA","Ouro Preto do Oeste",406834.21875,36725,11077.84960938,1100155,67.24363328540814,31.840674155696092,1974.8670801408239
"BAHIA","Ichu",19514.67382812,6148,3174.14990234,2913309,67.75602414334882,57.01103933651535,1081.984597228854
"MINAS GERAIS","Matozinhos",518959.375,35233,14729.36035156,3141108,57.365781836526864,25.023550450812174,2086.4490662725666
"RIO GRANDE DO SUL","Itacurubi",51409.2890625,3712,13849.49023438,4310553,71.58647964726507,47.880401179278536,1739.711923873073
"SÃO PAULO","Coronel Macedo",58621.4140625,5343,10971.62988281,3512605,68.6692519449894,40.00493524964185,1579.397029868549
"PARAÍBA","São Miguel de Taipu",24999.91796875,6812,3669.97998047,2515005,81.47269225774353,77.46908079938379,807.8453139352406
"RIO GRANDE DO SUL","Charqueadas",723649.875,36045,20076.2890625,4305355,54.9830623776669,19.634040387505827,2396.4553511889208
"RIO GRANDE DO SUL","Alpestre",87360.328125,8880,9837.87011719,4300505,73.05625223996066,29.900289675491052,1996.8300941315972
"PARANÁ","Santa Amélia",31057.0078125,4105,7565.64990234,4123105,73.02852526912895,31.822130059794247,1496.0635928862507
"PERNAMBUCO","Itapetim",49816.1640625,14063,3542.36010742,2607703,76.53627706808244,57.96333947112589,1109.334847341777
"PARANÁ","Rio Bonito do Iguaçu",118062.1875,15121,7807.83007812,4122156,78.27531015180641,49.87883975772173,1447.878032485532
"PIAUÍ","Guaribas",13286.66894531,4491,2958.51000977,2204550,84.31689084918158,80.22519959784114,680.3004730939548
"CEARÁ","Cruz",76905.4609375,23540,3267.01000977,2304251,70.2857361319855,68.43222595417468,1022.3684845176233
"GOIÁS","Buriti Alegre",141374.421875,8454,16722.7890625,5203906,61.231143646472475,25.843666825686483,1875.053272532168
"GOIÁS","Terezópolis de Goiás",47221.2109375,5951,7935,5221197,65.5483401213658,37.071861217442745,1656.342173745309
"GOIÁS","Rialma",119340.1796875,10911,10937.59960938,5218607,57.921631661401534,27.073004904583435,2064.0416713816157
"CEARÁ","Ocara",75618.8359375,24636,3069.43994141,2309458,73.19716415209878,74.63471792074618,788.669278499934
"PERNAMBUCO","Afogados da Ingazeira",174596.234375,35528,4914.33007812,2600104,68.25146719775253,58.16534662302706,1338.1225842085692
"MINAS GERAIS","Nova Era",238511.484375,18579,12837.69042969,3144706,60.70737642633014,35.91599909436017,1877.7131461639133
"CEARÁ","Paraipaba",141155.40625,29892,4722.18017578,2310258,67.44780697363605,65.32429585808923,1185.7004344692689
"PERNAMBUCO","Sertânia",161626.96875,35914,4500.39013672,2614105,73.38057627833588,65.21371216528473,1168.5406975178105
"BAHIA","Andorinha",71736.671875,14201,5051.52001953,2901353,76.17807398023156,64.27603254249102,1000.5722845494943
"MARANHÃO","Buriti",99994.796875,26202,3816.30004883,2102200,79.86044847542301,83.3804835540753,658.7533571994564
"PARAÍBA","Monteiro",165522.65625,31100,5322.27001953,2509701,72.65081129213057,58.68142688215917,1287.19091736624
"SÃO PAULO","Mirante do Paranapanema",122058.875,18131,6732.04980469,3530201,61.36957738922354,37.3858854639826,1763.9792356656021
"MATO GROSSO","Barão de Melgaço",59532.46484375,7851,7582.79003906,5101605,76.57232771972555,61.207596601173535,1103.420594290229
"GOIÁS","Estrela do Norte",24145.83007812,3223,7491.72998047,3515301,56.8545374269294,25.199288713020167,2224.2541352506023
"RIO GRANDE DO NORTE","Currais Novos",289145.5625,43536,6641.52978516,2403103,61.28239185998518,47.62448990395307,1740.5340212580454
"SÃO PAULO","Itatiba",2928060.75,99047,29562.33984375,3523404,51.52520184383565,11.063626866489308,3624.8960508852724
"PARÁ","Óbidos",205298.015625,48429,4239.14990234,1505106,76.13860114477369,74.78787373355622,1100.4043271982796
"SANTA CATARINA","Braço do Norte",502818.3125,29317,17151.08007812,4202800,53.544457625056,8.642398818100816,3006.584797385949
"PARAÍBA","Duas Estradas",19897.0703125,3855,5161.37011719,2505808,76.4078104214232,66.94267403042085,956.9342221518173
"PIAUÍ","Fronteiras",164702.8125,11502,14319.49023438,2204303,74.04613629015515,56.30522721815203,1457.6680999540156
"MINAS GERAIS","Serra da Saudade",10433.84667969,890,11723.41992188,3166600,70.66145286597157,31.652382600513405,1523.074772228902
"SERGIPE","São Miguel do Aleixo",23908.3203125,3813,6270.20996094,2807006,80.83900727072523,65.58517947642673,1079.7016904630561
"PARANÁ","Campo Mourão",1710904.875,85896,19918.33007812,4104303,54.312176008766926,19.00513770349616,2752.606952777229
"SÃO PAULO","Osasco",31616452,718646,43994.46875,3534401,48.68143553450511,21.18436617014296,3143.617437036919
"MINAS GERAIS","Elói Mendes",248070.1875,25532,9716.04980469,3123601,67.07196501176401,31.46387839967825,1886.3005797433343
"AMAZONAS","São Paulo de Olivença",109349.2890625,32958,3317.84008789,1303908,80.30410411608027,85.11258303176213,923.3195453924507
"PARANÁ","Nova Londrina",164492.28125,12898,12753.3203125,4117107,58.43974327077177,16.52029540482591,2575.0626991654567
"MINAS GERAIS","Jenipapo de Minas",29253.85351562,7242,4039.4699707,3135456,74.84418048724724,57.41655927230754,1389.9586773855692
"SÃO PAULO","Analândia",70821.875,4558,15537.9296875,3502002,58.263048585219266,21.219057312690527,2595.0873025862834
"BAHIA","Tabocas do Brejo Velho",44926.98828125,12608,3563.37011719,2930907,76.59464873077826,72.56705514655863,806.3399359263966
"MINAS GERAIS","Estrela do Sul",131656.03125,7439,17698.08007812,3124807,66.69819937872738,24.859625729409856,1983.5167979355508
"SANTA CATARINA","Matos Costa",27616.203125,2826,9772.19042969,4210704,75.22815919966258,45.86930109458279,1406.6035522105212
"PERNAMBUCO","Jupi",70330.21875,14461,4863.43994141,2608305,77.45281601398301,65.69182716909167,966.4217199672638
"MINAS GERAIS","Fervedouro",55018.7890625,10754,5116.12011719,3125952,81.40138476201788,60.593104730032735,1019.2979855353283
"MINAS GERAIS","Lambari",154348.234375,19244,8020.58984375,3137809,64.69540538393545,31.862803264795403,1865.9390140802468
"MINAS GERAIS","Ponto dos Volantes",41717.6640625,11458,3640.91992188,3152170,77.69707462064838,67.20103152024683,993.0435116159069
"BAHIA","Brotas de Macaúbas",41737.30859375,10949,3811.9699707,2904506,78.54613802773254,69.17477174848308,850.0961681188443
"PARAÍBA","Teixeira",57575.5078125,14177,4061.18994141,2516706,71.94968956605912,67.7684621588876,944.7171166404556
"BAHIA","Lajedo do Tabocal",47203.65234375,8999,5245.43017578,2919058,78.58382967208658,71.71715592753974,821.2483611400911
